log_id,worker_name,worker_phone,supervisor_id,work_date,hours,vendor_app,entered_at
L01633,Bai Mahesh,91-9594013990,S105,2025-03-04,8.0,vendor_a_v2.3,2025-03-04T19:30:00+05:30
L01577,Yadav Ajay,9349361832,S105,2025-01-15,8.0,vendor_a_v2.3,2025-01-15T19:30:00+05:30
L00377,Anita Shah,+919657871331,S103,2025-02-14,4.5,vendor_a_v2.3,2025-02-14T19:30:00+05:30
L00891,J. Kumar,90379 17693,S105,2025-02-18,9.0,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L01137,Mukesh R.,+919080531003,S105,2025-02-18,5.0,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L00585,Amit T.,94624 75107,S105,2025-02-18,4.0,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L00020,Ramesh Kumar,91-9901476797,S104,2025-01-23,5.0,vendor_a_v2.3,2025-01-23T19:30:00+05:30
L01875,Ajay  Kumar,9262174596,S102,2025-02-08,6.0,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L01641,M. Bai,+91 9594013990,S103,2025-01-23,6.0,vendor_a_v2.3,2025-01-23T19:30:00+05:30
L02025,Geeta K.,+919436713695,S102,2025-03-02,6.5,vendor_a_v2.3,2025-03-02T19:30:00+05:30
L02161,MOHIT PATEL,99651 37098,S104,2025-03-10,6.5,vendor_a_v2.3,2025-03-10T19:30:00+05:30
L00357,A. Shah,0 9657871331,S104,2025-01-21,7.0,vendor_a_v2.3,2025-01-21T19:30:00+05:30
L00723,Vinod Nair,0 9232260256,S104,2025-03-08,6.5,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L01369,Reena  Patel,+91 9313518233,S105,2025-03-14,5.5,vendor_a_v2.3,2025-03-14T19:30:00+05:30
L01141,Sarita  Verma,+919719374529,S102,2025-01-07,4.5,vendor_a_v2.3,2025-01-07T19:30:00+05:30
L00359,Shah Anita,0 9657871331,S102,2025-03-08,9.0,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L01096,Vikas P.,97298 06990,S102,2025-02-18,7.5,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L01037,R. Mishra,91-9669096705,S103,2025-03-06,7.5,vendor_a_v2.3,2025-03-06T19:30:00+05:30
L00972,Patel Sanjay,93487 34714,S101,2025-01-17,8.0,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L01051,V. Naidu,+91 9893734670,S104,2025-01-09,8.5,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L02367,Asha  Shah,91-9700766177,S104,2025-03-08,5.0,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L00875,S. Nair,0 9946804436,S103,2025-02-02,6.0,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L00374,Anita  Shah,0 9657871331,S101,2025-03-24,7.5,vendor_a_v2.3,2025-03-24T19:30:00+05:30
L01397,Asha  Nair,0 9413435240,S105,2025-02-18,9.0,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L02152,M. Patel,99651 37098,S102,2025-03-12,8.0,vendor_a_v2.3,2025-03-12T19:30:00+05:30
L00491,A. Shah,96872 34309,S105,2025-02-06,4.5,vendor_a_v2.3,2025-02-06T19:30:00+05:30
L01771,V. Gupta,91-9840449972,S102,2025-02-08,7.5,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L00141,Sita  Yadav,+919928327648,S101,2025-01-25,8.0,vendor_a_v2.3,2025-01-25T19:30:00+05:30
L01801,Sumit N.,91-9867533963,S103,2025-03-24,8.0,vendor_a_v2.3,2025-03-24T19:30:00+05:30
L02279,L. Mishra,9933529042,S103,2025-03-06,7.5,vendor_a_v2.3,2025-03-06T19:30:00+05:30
L02287,Mishra Lakshmi,91-9933529042,S102,2025-02-16,5.0,vendor_a_v2.3,2025-02-16T19:30:00+05:30
L02371,Shah Asha,91-9700766177,S105,2025-01-13,8.0,vendor_a_v2.3,2025-01-13T19:30:00+05:30
L01421,A. Nair,9413435240,S101,2025-01-13,4.5,vendor_a_v2.3,2025-01-13T19:30:00+05:30
L00400,Kavita  Naidu,92997 37631,S103,2025-03-26,6.0,vendor_a_v2.3,2025-03-26T19:30:00+05:30
L00456,Vijay P.,91-9473178108,S104,2025-01-31,9.0,vendor_a_v2.3,2025-01-31T19:30:00+05:30
L00063,R. Kumar,91-9104332181,S101,2025-03-16,7.0,vendor_a_v2.3,2025-03-16T19:30:00+05:30
L01504,Mukesh  Tiwari,+919186999386,S103,2025-03-10,4.5,vendor_a_v2.3,2025-03-10T19:30:00+05:30
L01046,Rakesh Mishra,+919669096705,S105,2025-01-31,8.5,vendor_a_v2.3,2025-01-31T19:30:00+05:30
L02075,Geeta V.,9104709521,S102,2025-03-06,6.5,vendor_a_v2.3,2025-03-06T19:30:00+05:30
L00474,S. Pandey,96773 60260,S104,2025-01-09,4.0,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L01383,Reena Patel,+919313518233,S101,2025-01-07,4.5,vendor_a_v2.3,2025-01-07T19:30:00+05:30
L02141,N. Kumari,91-9123685160,S105,2025-02-18,5.5,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L01497,MUKESH TIWARI,91869 99386,S102,2025-03-26,8.0,vendor_a_v2.3,2025-03-26T19:30:00+05:30
L01236,Ganesh B.,+91 9572628498,S101,2025-03-10,6.5,vendor_a_v2.3,2025-03-10T19:30:00+05:30
L00593,Amit  Tiwari,+919462475107,S101,2025-01-29,5.5,vendor_a_v2.3,2025-01-29T19:30:00+05:30
L02203,H. Devi,0 9758692617,S104,2025-01-31,5.5,vendor_a_v2.3,2025-01-31T19:30:00+05:30
L02204,H. Devi,9758692617,S104,2025-02-18,8.5,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L02304,Sunita  Sharma,+919020539502,S104,2025-03-08,5.5,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L01610,Priya S.,+919994717464,S103,2025-02-22,6.5,vendor_a_v2.3,2025-02-22T19:30:00+05:30
L00615,RENU PATEL,91-9251354278,S105,2025-03-15,8.0,vendor_a_v2.3,2025-03-15T19:30:00+05:30
L01190,Iyer Ganesh,91-9049663193,S101,2025-03-02,6.5,vendor_a_v2.3,2025-03-02T19:30:00+05:30
L02178,Mohit  Patel,+919965137098,S105,2025-01-21,5.5,vendor_a_v2.3,2025-01-21T19:30:00+05:30
L01965,Vinod I.,0 9222196937,S102,2025-02-26,4.5,vendor_a_v2.3,2025-02-26T19:30:00+05:30
L01821,Pooja D.,+91 9627028951,S104,2025-03-04,5.5,vendor_a_v2.3,2025-03-04T19:30:00+05:30
L02298,Sunita  Sharma,90205 39502,S101,2025-02-08,7.5,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L01456,R. Patel,97116 71902,S101,2025-02-20,9.0,vendor_a_v2.3,2025-02-20T19:30:00+05:30
L01325,MUKESH TIWARI,9678377701,S102,2025-03-18,5.0,vendor_a_v2.3,2025-03-18T19:30:00+05:30
L01487,Mukesh T.,91869 99386,S102,2025-02-18,5.5,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L00610,RENU PATEL,0 9251354278,S102,2025-03-22,7.5,vendor_a_v2.3,2025-03-22T19:30:00+05:30
L00290,Reddy Ajay,+919480184514,S101,2025-03-06,5.5,vendor_a_v2.3,2025-03-06T19:30:00+05:30
L00731,G. Devi,91-9073375433,S105,2025-03-18,5.5,vendor_a_v2.3,2025-03-18T19:30:00+05:30
L02230,Mohit M.,97735 15850,S105,2025-01-11,6.0,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L01987,Geeta K.,0 9407482175,S101,2025-01-15,9.0,vendor_a_v2.3,2025-01-15T19:30:00+05:30
L02238,MOHIT MISHRA,97735 15850,S104,2025-03-06,6.5,vendor_a_v2.3,2025-03-06T19:30:00+05:30
L02459,AMIT BAI,95452 71111,S103,2025-02-18,8.5,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L02194,H. Devi,0 9758692617,S104,2025-03-20,6.5,vendor_a_v2.3,2025-03-20T19:30:00+05:30
L00552,Rakesh  Iyer,+919788208121,S102,2025-02-06,5.0,vendor_a_v2.3,2025-02-06T19:30:00+05:30
L01407,Nair Asha,91-9413435240,S103,2025-03-04,6.5,vendor_a_v2.3,2025-03-04T19:30:00+05:30
L00931,A. Reddy,98957 98687,S103,2025-01-17,5.0,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L01670,Ganesh  Pandey,91-9567468071,S104,2025-01-17,8.0,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L01461,Rakesh  Patel,+919711671902,S102,2025-01-15,5.0,vendor_a_v2.3,2025-01-15T19:30:00+05:30
L00190,RAKESH TIWARI,+91 9056413953,S105,2025-02-26,8.0,vendor_a_v2.3,2025-02-26T19:30:00+05:30
L02532,Sharma Mohit,+919493689980,S103,2025-02-16,7.0,vendor_a_v2.3,2025-02-16T19:30:00+05:30
L02073,Geeta  Verma,+91 9104709521,S104,2025-01-09,4.5,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L00744,Patel Sumit,91458 68501,S102,2025-01-17,7.5,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L01650,M. Bai,91-9594013990,S103,2025-02-12,4.5,vendor_a_v2.3,2025-02-12T19:30:00+05:30
L02338,Vinod Reddy,91177 58917,S105,2025-03-02,6.5,vendor_a_v2.3,2025-03-02T19:30:00+05:30
L01084,Pandey Vikas,97298 06990,S103,2025-03-24,9.0,vendor_a_v2.3,2025-03-24T19:30:00+05:30
L01480,Mukesh Tiwari,+919186999386,S103,2025-03-04,4.5,vendor_a_v2.3,2025-03-04T19:30:00+05:30
L01799,SUMIT NAIDU,0 9867533963,S104,2025-03-12,7.5,vendor_a_v2.3,2025-03-12T19:30:00+05:30
L02427,Sharma Vijay,+919183673657,S105,2025-03-15,6.0,vendor_a_v2.3,2025-03-15T19:30:00+05:30
L00137,Dinesh Singh,+91 9341316475,S101,2025-03-26,7.5,vendor_a_v2.3,2025-03-26T19:30:00+05:30
L00919,Jignesh K.,+91 9163287083,S101,2025-01-19,6.5,vendor_a_v2.3,2025-01-19T19:30:00+05:30
L02082,GEETA VERMA,91047 09521,S101,2025-01-25,8.5,vendor_a_v2.3,2025-01-25T19:30:00+05:30
L01915,Ganesh  Kumari,9240050455,S105,2025-03-12,9.0,vendor_a_v2.3,2025-03-12T19:30:00+05:30
L01683,Vikas Reddy,91-9087603859,S102,2025-01-31,7.0,vendor_a_v2.3,2025-01-31T19:30:00+05:30
L01387,Asha N.,94134 35240,S103,2025-03-24,8.0,vendor_a_v2.3,2025-03-24T19:30:00+05:30
L00672,G. Pandey,91-9786801128,S105,2025-03-22,8.5,vendor_a_v2.3,2025-03-22T19:30:00+05:30
L01029,Usha  Yadav,92236 23166,S105,2025-03-04,5.5,vendor_a_v2.3,2025-03-04T19:30:00+05:30
L00237,Hitesh R.,+919710122691,S102,2025-02-14,6.5,vendor_a_v2.3,2025-02-14T19:30:00+05:30
L01744,Vinod  Rao,9737826398,S105,2025-02-10,5.5,vendor_a_v2.3,2025-02-10T19:30:00+05:30
L00208,Ajay Verma,91-9423884969,S104,2025-02-04,5.0,vendor_a_v2.3,2025-02-04T19:30:00+05:30
L01389,Asha Nair,94134 35240,S105,2025-02-16,7.0,vendor_a_v2.3,2025-02-16T19:30:00+05:30
L00287,AJAY REDDY,91-9480184514,S103,2025-03-18,6.5,vendor_a_v2.3,2025-03-18T19:30:00+05:30
L02310,SUNITA SHARMA,91-9020539502,S105,2025-02-10,7.5,vendor_a_v2.3,2025-02-10T19:30:00+05:30
L00349,ANITA SHAH,91-9657871331,S104,2025-02-28,4.5,vendor_a_v2.3,2025-02-28T19:30:00+05:30
L02106,S. Mishra,9285884247,S104,2025-03-04,4.0,vendor_a_v2.3,2025-03-04T19:30:00+05:30
L02566,Gupta Reena,91-9502296120,S103,2025-02-04,8.5,vendor_a_v2.3,2025-02-04T19:30:00+05:30
L01422,Nair Asha,+91 9413435240,S102,2025-01-31,7.5,vendor_a_v2.3,2025-01-31T19:30:00+05:30
L01639,MAHESH BAI,91-9594013990,S104,2025-02-06,5.5,vendor_a_v2.3,2025-02-06T19:30:00+05:30
L00666,Sumit Mishra,91-9487401640,S102,2025-03-20,8.0,vendor_a_v2.3,2025-03-20T19:30:00+05:30
L01135,M. Rao,+919080531003,S104,2025-03-15,7.5,vendor_a_v2.3,2025-03-15T19:30:00+05:30
L01351,Reena P.,+91 9313518233,S105,2025-02-06,7.5,vendor_a_v2.3,2025-02-06T19:30:00+05:30
L00658,Asha Kumar,0 9841241182,S102,2025-02-02,7.0,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L01817,Sumit  Naidu,9867533963,S101,2025-03-08,4.5,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L02460,Amit B.,91-9545271111,S104,2025-03-06,6.5,vendor_a_v2.3,2025-03-06T19:30:00+05:30
L01638,Bai Mahesh,+919594013990,S101,2025-02-26,7.5,vendor_a_v2.3,2025-02-26T19:30:00+05:30
L00505,AJAY SHAH,91-9687234309,S104,2025-03-15,5.0,vendor_a_v2.3,2025-03-15T19:30:00+05:30
L01118,MUKESH RAO,9080531003,S101,2025-01-31,7.5,vendor_a_v2.3,2025-01-31T19:30:00+05:30
L02242,NARESH KUMARI,+919139005329,S101,2025-03-14,8.5,vendor_a_v2.3,2025-03-14T19:30:00+05:30
L02023,Geeta  Kumari,91-9436713695,S101,2025-03-22,4.5,vendor_a_v2.3,2025-03-22T19:30:00+05:30
L01550,L. Yadav,0 9206797403,S103,2025-02-16,5.0,vendor_a_v2.3,2025-02-16T19:30:00+05:30
L02452,Amit Bai,+919545271111,S101,2025-01-29,8.0,vendor_a_v2.3,2025-01-29T19:30:00+05:30
L01772,Vinod Gupta,+919840449972,S101,2025-03-08,5.0,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L02211,Devi Hitesh,+91 9758692617,S101,2025-01-09,6.0,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L00949,Reddy Ajay,+919895798687,S103,2025-01-11,5.5,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L02389,Jignesh Y.,9249985698,S103,2025-01-09,6.0,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L00294,Ajay Reddy,91-9480184514,S104,2025-03-22,8.0,vendor_a_v2.3,2025-03-22T19:30:00+05:30
L02121,NARESH KUMARI,0 9123685160,S102,2025-02-08,6.0,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L01529,Bai Vimala,9499091334,S104,2025-02-22,6.0,vendor_a_v2.3,2025-02-22T19:30:00+05:30
L00968,S. Patel,0 9348734714,S105,2025-01-27,7.5,vendor_a_v2.3,2025-01-27T19:30:00+05:30
L00140,S. Yadav,+919928327648,S104,2025-02-22,6.5,vendor_a_v2.3,2025-02-22T19:30:00+05:30
L00188,Rakesh T.,90564 13953,S103,2025-01-17,5.0,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L00379,ANITA SHAH,91-9657871331,S101,2025-01-07,6.5,vendor_a_v2.3,2025-01-07T19:30:00+05:30
L01958,Vinod I.,0 9222196937,S102,2025-03-12,7.0,vendor_a_v2.3,2025-03-12T19:30:00+05:30
L00262,Hitesh  Reddy,9710122691,S102,2025-03-04,5.0,vendor_a_v2.3,2025-03-04T19:30:00+05:30
L01570,Yadav Lakshmi,9206797403,S102,2025-02-26,9.0,vendor_a_v2.3,2025-02-26T19:30:00+05:30
L00511,Shah Ajay,96872 34309,S104,2025-03-06,5.5,vendor_a_v2.3,2025-03-06T19:30:00+05:30
L02148,NARESH KUMARI,+91 9123685160,S103,2025-03-16,6.5,vendor_a_v2.3,2025-03-16T19:30:00+05:30
L00116,Dinesh S.,9341316475,S102,2025-03-04,6.5,vendor_a_v2.3,2025-03-04T19:30:00+05:30
L01964,VINOD IYER,9222196937,S102,2025-02-14,5.0,vendor_a_v2.3,2025-02-14T19:30:00+05:30
L00341,M. Rao,+91 9182278248,S103,2025-02-10,5.5,vendor_a_v2.3,2025-02-10T19:30:00+05:30
L02169,Mohit Patel,91-9965137098,S104,2025-03-06,8.0,vendor_a_v2.3,2025-03-06T19:30:00+05:30
L00447,Vijay Pandey,9473178108,S101,2025-02-16,5.0,vendor_a_v2.3,2025-02-16T19:30:00+05:30
L01991,GEETA KUMARI,0 9407482175,S104,2025-02-16,5.5,vendor_a_v2.3,2025-02-16T19:30:00+05:30
L00683,Pandey Geeta,91-9786801128,S103,2025-03-02,8.5,vendor_a_v2.3,2025-03-02T19:30:00+05:30
L00589,Amit T.,0 9462475107,S104,2025-02-14,6.5,vendor_a_v2.3,2025-02-14T19:30:00+05:30
L01427,RAKESH NAIDU,91-9427109477,S102,2025-02-16,8.5,vendor_a_v2.3,2025-02-16T19:30:00+05:30
L00168,Rakesh T.,+919056413953,S101,2025-03-20,5.0,vendor_a_v2.3,2025-03-20T19:30:00+05:30
L02441,V. Sharma,+919183673657,S105,2025-03-08,6.0,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L01818,S. Naidu,+919867533963,S103,2025-01-07,9.0,vendor_a_v2.3,2025-01-07T19:30:00+05:30
L00641,ASHA KUMAR,91-9841241182,S105,2025-02-04,8.0,vendor_a_v2.3,2025-02-04T19:30:00+05:30
L00462,Sarita  Pandey,96773 60260,S104,2025-02-24,8.5,vendor_a_v2.3,2025-02-24T19:30:00+05:30
L01824,Pooja D.,+919627028951,S102,2025-03-10,4.5,vendor_a_v2.3,2025-03-10T19:30:00+05:30
L00475,Sarita  Pandey,9677360260,S104,2025-01-17,5.0,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L01865,Ajay Kumar,9262174596,S104,2025-01-19,6.0,vendor_a_v2.3,2025-01-19T19:30:00+05:30
L01677,Vikas R.,9087603859,S103,2025-03-20,5.0,vendor_a_v2.3,2025-03-20T19:30:00+05:30
L01860,Ajay  Kumar,0 9262174596,S105,2025-03-20,6.0,vendor_a_v2.3,2025-03-20T19:30:00+05:30
L02475,A. Bai,+919545271111,S104,2025-02-06,5.5,vendor_a_v2.3,2025-02-06T19:30:00+05:30
L01231,Ganesh Bai,+919572628498,S102,2025-01-11,7.5,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L00457,Sarita Pandey,0 9677360260,S103,2025-01-29,5.0,vendor_a_v2.3,2025-01-29T19:30:00+05:30
L02615,S. Verma,9719374529,S102,2025-03-14,7.5,vendor_a_v2.3,2025-03-14T20:00:00+05:30
L01462,RAKESH PATEL,91-9711671902,S104,2025-02-18,4.5,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L02116,Sunita M.,0 9285884247,S104,2025-02-16,9.0,vendor_a_v2.3,2025-02-16T19:30:00+05:30
L00591,AMIT TIWARI,94624 75107,S104,2025-02-22,4.0,vendor_a_v2.3,2025-02-22T19:30:00+05:30
L01486,MUKESH TIWARI,+919186999386,S103,2025-01-11,8.0,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L02081,G. Verma,0 9104709521,S103,2025-03-08,4.0,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L02059,Patel Vikas,+91 9090974395,S105,2025-02-02,5.0,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L01985,Kumari Geeta,94074 82175,S102,2025-03-22,8.0,vendor_a_v2.3,2025-03-22T19:30:00+05:30
L02101,Sunita  Mishra,+91 9285884247,S102,2025-03-16,5.5,vendor_a_v2.3,2025-03-16T19:30:00+05:30
L01022,Usha Y.,91-9223623166,S101,2025-02-16,4.5,vendor_a_v2.3,2025-02-16T19:30:00+05:30
L00530,RAKESH IYER,0 9788208121,S105,2025-01-19,6.5,vendor_a_v2.3,2025-01-19T19:30:00+05:30
L00061,Ramesh Kumar,+919104332181,S102,2025-02-24,6.5,vendor_a_v2.3,2025-02-24T19:30:00+05:30
L00901,Jignesh Kumar,+91 9163287083,S105,2025-03-16,4.5,vendor_a_v2.3,2025-03-16T19:30:00+05:30
L02212,Hitesh Devi,97586 92617,S104,2025-01-11,5.5,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L01839,Devi Pooja,+91 9627028951,S103,2025-02-26,8.5,vendor_a_v2.3,2025-02-26T19:30:00+05:30
L01327,Tiwari Mukesh,91-9678377701,S101,2025-01-19,6.5,vendor_a_v2.3,2025-01-19T19:30:00+05:30
L01728,Lakshmi K.,91-9861317127,S104,2025-03-18,7.5,vendor_a_v2.3,2025-03-18T19:30:00+05:30
L02308,SUNITA SHARMA,+919020539502,S105,2025-02-06,4.5,vendor_a_v2.3,2025-02-06T19:30:00+05:30
L00484,Sarita  Pandey,96773 60260,S101,2025-03-10,5.0,vendor_a_v2.3,2025-03-10T19:30:00+05:30
L00680,Geeta  Pandey,+91 9786801128,S102,2025-01-19,5.0,vendor_a_v2.3,2025-01-19T19:30:00+05:30
L00017,Ramesh K.,91-9901476797,S104,2025-01-25,5.0,vendor_a_v2.3,2025-01-25T19:30:00+05:30
L01248,Bai Ganesh,95726 28498,S105,2025-02-06,4.5,vendor_a_v2.3,2025-02-06T19:30:00+05:30
L00256,Hitesh R.,9710122691,S102,2025-01-15,6.5,vendor_a_v2.3,2025-01-15T19:30:00+05:30
L00371,A. Shah,0 9657871331,S105,2025-02-08,7.0,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L00378,A. Shah,91-9657871331,S103,2025-01-11,4.5,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L00366,ANITA SHAH,91-9657871331,S105,2025-02-02,7.0,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L00872,S. Nair,+919946804436,S103,2025-02-14,8.5,vendor_a_v2.3,2025-02-14T19:30:00+05:30
L02090,Sunita  Mishra,92858 84247,S105,2025-01-31,7.0,vendor_a_v2.3,2025-01-31T19:30:00+05:30
L00281,Ajay R.,0 9480184514,S104,2025-03-20,8.5,vendor_a_v2.3,2025-03-20T19:30:00+05:30
L00979,S. Patel,+919348734714,S102,2025-03-10,7.0,vendor_a_v2.3,2025-03-10T19:30:00+05:30
L01823,POOJA DEVI,96270 28951,S102,2025-03-18,8.5,vendor_a_v2.3,2025-03-18T19:30:00+05:30
L01224,Ganesh B.,0 9572628498,S104,2025-02-12,5.5,vendor_a_v2.3,2025-02-12T19:30:00+05:30
L01252,GANESH BAI,+91 9572628498,S101,2025-01-27,5.5,vendor_a_v2.3,2025-01-27T19:30:00+05:30
L00705,Vinod Nair,+91 9232260256,S105,2025-02-04,4.0,vendor_a_v2.3,2025-02-04T19:30:00+05:30
L01671,Vikas  Reddy,0 9087603859,S104,2025-02-02,8.5,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L01712,LAKSHMI KUMAR,91-9861317127,S104,2025-02-06,6.0,vendor_a_v2.3,2025-02-06T19:30:00+05:30
L00259,Hitesh R.,97101 22691,S104,2025-03-02,5.0,vendor_a_v2.3,2025-03-02T19:30:00+05:30
L00291,AJAY REDDY,94801 84514,S105,2025-03-16,8.5,vendor_a_v2.3,2025-03-16T19:30:00+05:30
L00774,Geeta  Singh,91965 56981,S103,2025-03-15,4.5,vendor_a_v2.3,2025-03-15T19:30:00+05:30
L00080,Pandey Ramesh,+919654235116,S102,2025-02-18,7.5,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L00617,R. Patel,+919251354278,S105,2025-01-07,8.0,vendor_a_v2.3,2025-01-07T19:30:00+05:30
L00338,Mukesh R.,91822 78248,S104,2025-03-12,7.5,vendor_a_v2.3,2025-03-12T19:30:00+05:30
L00767,Sumit Patel,9145868501,S104,2025-03-20,8.0,vendor_a_v2.3,2025-03-20T19:30:00+05:30
L00821,Reddy Reena,+919465648236,S104,2025-02-12,5.0,vendor_a_v2.3,2025-02-12T19:30:00+05:30
L01145,SARITA VERMA,0 9719374529,S104,2025-01-21,4.5,vendor_a_v2.3,2025-01-21T19:30:00+05:30
L01887,Devi Usha,91-9578091343,S101,2025-03-16,5.0,vendor_a_v2.3,2025-03-16T19:30:00+05:30
L00703,Jignesh  Bai,91-9204505331,S104,2025-03-22,6.0,vendor_a_v2.3,2025-03-22T19:30:00+05:30
L01363,Patel Reena,0 9313518233,S104,2025-01-09,8.0,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L00562,VIKAS SHARMA,0 9939909169,S101,2025-03-20,7.5,vendor_a_v2.3,2025-03-20T19:30:00+05:30
L00992,Usha  Yadav,0 9223623166,S101,2025-01-11,7.5,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L00806,Bai Mahesh,0 9088356159,S105,2025-02-20,7.0,vendor_a_v2.3,2025-02-20T19:30:00+05:30
L01738,Kumar Lakshmi,98613 17127,S103,2025-03-14,7.5,vendor_a_v2.3,2025-03-14T19:30:00+05:30
L02435,V. Sharma,+91 9183673657,S102,2025-02-20,4.5,vendor_a_v2.3,2025-02-20T19:30:00+05:30
L01232,GANESH BAI,+919572628498,S104,2025-01-19,7.0,vendor_a_v2.3,2025-01-19T19:30:00+05:30
L00270,Ajay Reddy,+91 9480184514,S101,2025-01-17,8.0,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L00517,AJAY SHAH,+91 9687234309,S102,2025-01-31,8.5,vendor_a_v2.3,2025-01-31T19:30:00+05:30
L00621,Renu P.,+919251354278,S101,2025-01-25,6.5,vendor_a_v2.3,2025-01-25T19:30:00+05:30
L00606,Patel Renu,91-9251354278,S105,2025-02-04,4.5,vendor_a_v2.3,2025-02-04T19:30:00+05:30
L02379,A. Shah,+91 9700766177,S101,2025-01-21,8.5,vendor_a_v2.3,2025-01-21T19:30:00+05:30
L00473,Sarita  Pandey,+91 9677360260,S101,2025-03-02,7.5,vendor_a_v2.3,2025-03-02T19:30:00+05:30
L00098,Shanti  Patel,0 9078161849,S103,2025-02-20,8.0,vendor_a_v2.3,2025-02-20T19:30:00+05:30
L00252,Reddy Hitesh,91-9710122691,S105,2025-02-02,6.0,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L01409,A. Nair,+91 9413435240,S104,2025-01-23,8.0,vendor_a_v2.3,2025-01-23T19:30:00+05:30
L02030,Geeta K.,94367 13695,S104,2025-03-08,6.0,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L00876,Nair Sunita,91-9946804436,S104,2025-02-12,6.0,vendor_a_v2.3,2025-02-12T19:30:00+05:30
L01815,Naidu Sumit,+919867533963,S101,2025-02-12,4.0,vendor_a_v2.3,2025-02-12T19:30:00+05:30
L01796,S. Naidu,91-9867533963,S102,2025-03-20,7.5,vendor_a_v2.3,2025-03-20T19:30:00+05:30
L00232,AJAY VERMA,94238 84969,S103,2025-03-14,6.0,vendor_a_v2.3,2025-03-14T19:30:00+05:30
L00064,Ramesh  Pandey,9654235116,S105,2025-03-10,4.5,vendor_a_v2.3,2025-03-10T19:30:00+05:30
L02100,Sunita M.,91-9285884247,S104,2025-03-26,7.0,vendor_a_v2.3,2025-03-26T19:30:00+05:30
L01317,Mukesh T.,0 9678377701,S104,2025-01-07,6.5,vendor_a_v2.3,2025-01-07T19:30:00+05:30
L00849,Reddy Reena,+919465648236,S105,2025-01-11,5.5,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L01845,Pooja D.,+919627028951,S102,2025-03-24,8.5,vendor_a_v2.3,2025-03-24T19:30:00+05:30
L00967,Patel Sanjay,+91 9348734714,S102,2025-03-24,4.0,vendor_a_v2.3,2025-03-24T19:30:00+05:30
L02013,Geeta Kumari,0 9407482175,S102,2025-02-06,9.0,vendor_a_v2.3,2025-02-06T19:30:00+05:30
L01632,Mahesh Bai,+919594013990,S103,2025-03-02,8.5,vendor_a_v2.3,2025-03-02T19:30:00+05:30
L02455,Amit Bai,9545271111,S104,2025-03-12,8.0,vendor_a_v2.3,2025-03-12T19:30:00+05:30
L00040,RAMESH KUMAR,0 9104332181,S104,2025-01-27,8.0,vendor_a_v2.3,2025-01-27T19:30:00+05:30
